turns_in_diag	first_utt_idx_in_diag	human_response	prompt	corpus	sample_index
122	107	B:Oh, it was good talking to you.	A:Oh, okay.. Yeah.\nB:So it's fairly picturesque.\nA:Yeah.\nB:And, uh, so it's, it's, it's a good ride. as long as you're not doing it every day, it's a good ride\nA:Yeah.. That's true.. Sounds neat.\nB:Yeah.\nA:It's kind of,. I was wondering if I was going to talk with someone that never has exercised before and doesn't want to and everything else,. but got a guy that rides a hundred and fifty miles a week.. That's, uh, motivating.\nB:Yeah.\nA:That's really good.. Well good talking to you	switchboard	1269
122	108	A:and keep up the good work.	B:So it's fairly picturesque.\nA:Yeah.\nB:And, uh, so it's, it's, it's a good ride. as long as you're not doing it every day, it's a good ride\nA:Yeah.. That's true.. Sounds neat.\nB:Yeah.\nA:It's kind of,. I was wondering if I was going to talk with someone that never has exercised before and doesn't want to and everything else,. but got a guy that rides a hundred and fifty miles a week.. That's, uh, motivating.\nB:Yeah.\nA:That's really good.. Well good talking to you\nB:Oh, it was good talking to you.	switchboard	1270
122	109	B:Okay,. you, too.	A:Yeah.\nB:And, uh, so it's, it's, it's a good ride. as long as you're not doing it every day, it's a good ride\nA:Yeah.. That's true.. Sounds neat.\nB:Yeah.\nA:It's kind of,. I was wondering if I was going to talk with someone that never has exercised before and doesn't want to and everything else,. but got a guy that rides a hundred and fifty miles a week.. That's, uh, motivating.\nB:Yeah.\nA:That's really good.. Well good talking to you\nB:Oh, it was good talking to you.\nA:and keep up the good work.	switchboard	1271
122	110	A:All right.. Take care.	B:And, uh, so it's, it's, it's a good ride. as long as you're not doing it every day, it's a good ride\nA:Yeah.. That's true.. Sounds neat.\nB:Yeah.\nA:It's kind of,. I was wondering if I was going to talk with someone that never has exercised before and doesn't want to and everything else,. but got a guy that rides a hundred and fifty miles a week.. That's, uh, motivating.\nB:Yeah.\nA:That's really good.. Well good talking to you\nB:Oh, it was good talking to you.\nA:and keep up the good work.\nB:Okay,. you, too.	switchboard	1272
122	111	B:Bye.	A:Yeah.. That's true.. Sounds neat.\nB:Yeah.\nA:It's kind of,. I was wondering if I was going to talk with someone that never has exercised before and doesn't want to and everything else,. but got a guy that rides a hundred and fifty miles a week.. That's, uh, motivating.\nB:Yeah.\nA:That's really good.. Well good talking to you\nB:Oh, it was good talking to you.\nA:and keep up the good work.\nB:Okay,. you, too.\nA:All right.. Take care.	switchboard	1273
122	112	A:Bye.	B:Yeah.\nA:It's kind of,. I was wondering if I was going to talk with someone that never has exercised before and doesn't want to and everything else,. but got a guy that rides a hundred and fifty miles a week.. That's, uh, motivating.\nB:Yeah.\nA:That's really good.. Well good talking to you\nB:Oh, it was good talking to you.\nA:and keep up the good work.\nB:Okay,. you, too.\nA:All right.. Take care.\nB:Bye.	switchboard	1274
112	0	A:Uh-huh,. uh-huh.. What do you think is your primary cause of it.	B:Okay,. well yes,. we do have pollution in Houston. and it,\nA:How bad is it?. Do you have smog like they do in California?\nB:Well it, it. some,. I think it depends on, uh, you know, what the, the cloud cover. and like right now, it's, uh, it's kind of overcast, you know,. just, it's hot,\nA:Uh-huh.\nB:and the sun is trying, tries to shine through. but it's, it's holding in this, this pollution. and I,\nA:It depends on whether you have some sort of temperature inversion, I take it.\nB:I think so,. and, uh,\nA:Yeah.\nB:and we have, uh, Pasadena, Texas which is sort of between here an, you know, heading toward Galveston,. I mean it's still part of, it's part of the Houston metroplex.	switchboard	1275
112	1	B:Well, I think it's industry. and I think it's cars.	A:How bad is it?. Do you have smog like they do in California?\nB:Well it, it. some,. I think it depends on, uh, you know, what the, the cloud cover. and like right now, it's, uh, it's kind of overcast, you know,. just, it's hot,\nA:Uh-huh.\nB:and the sun is trying, tries to shine through. but it's, it's holding in this, this pollution. and I,\nA:It depends on whether you have some sort of temperature inversion, I take it.\nB:I think so,. and, uh,\nA:Yeah.\nB:and we have, uh, Pasadena, Texas which is sort of between here an, you know, heading toward Galveston,. I mean it's still part of, it's part of the Houston metroplex.\nA:Uh-huh,. uh-huh.. What do you think is your primary cause of it.	switchboard	1276
112	2	A:You do?. You really think cars contribute a lot now that they've taken lead out of gas?	B:Well it, it. some,. I think it depends on, uh, you know, what the, the cloud cover. and like right now, it's, uh, it's kind of overcast, you know,. just, it's hot,\nA:Uh-huh.\nB:and the sun is trying, tries to shine through. but it's, it's holding in this, this pollution. and I,\nA:It depends on whether you have some sort of temperature inversion, I take it.\nB:I think so,. and, uh,\nA:Yeah.\nB:and we have, uh, Pasadena, Texas which is sort of between here an, you know, heading toward Galveston,. I mean it's still part of, it's part of the Houston metroplex.\nA:Uh-huh,. uh-huh.. What do you think is your primary cause of it.\nB:Well, I think it's industry. and I think it's cars.	switchboard	1277
112	3	B:I don't, I,. well maybe not,. but, it, it sure, it sure,. you know, it,. I, I know that when I'm, when I'm behind a car. and, uh, sometimes, uh, I can really smell especially diesel and things like that,	A:Uh-huh.\nB:and the sun is trying, tries to shine through. but it's, it's holding in this, this pollution. and I,\nA:It depends on whether you have some sort of temperature inversion, I take it.\nB:I think so,. and, uh,\nA:Yeah.\nB:and we have, uh, Pasadena, Texas which is sort of between here an, you know, heading toward Galveston,. I mean it's still part of, it's part of the Houston metroplex.\nA:Uh-huh,. uh-huh.. What do you think is your primary cause of it.\nB:Well, I think it's industry. and I think it's cars.\nA:You do?. You really think cars contribute a lot now that they've taken lead out of gas?	switchboard	1278
112	4	A:Uh-huh.	B:and the sun is trying, tries to shine through. but it's, it's holding in this, this pollution. and I,\nA:It depends on whether you have some sort of temperature inversion, I take it.\nB:I think so,. and, uh,\nA:Yeah.\nB:and we have, uh, Pasadena, Texas which is sort of between here an, you know, heading toward Galveston,. I mean it's still part of, it's part of the Houston metroplex.\nA:Uh-huh,. uh-huh.. What do you think is your primary cause of it.\nB:Well, I think it's industry. and I think it's cars.\nA:You do?. You really think cars contribute a lot now that they've taken lead out of gas?\nB:I don't, I,. well maybe not,. but, it, it sure, it sure,. you know, it,. I, I know that when I'm, when I'm behind a car. and, uh, sometimes, uh, I can really smell especially diesel and things like that,	switchboard	1279
112	5	B:you know, comes right into my air conditioner. and, you know, my head and my. I'm so stopped up right now,	A:It depends on whether you have some sort of temperature inversion, I take it.\nB:I think so,. and, uh,\nA:Yeah.\nB:and we have, uh, Pasadena, Texas which is sort of between here an, you know, heading toward Galveston,. I mean it's still part of, it's part of the Houston metroplex.\nA:Uh-huh,. uh-huh.. What do you think is your primary cause of it.\nB:Well, I think it's industry. and I think it's cars.\nA:You do?. You really think cars contribute a lot now that they've taken lead out of gas?\nB:I don't, I,. well maybe not,. but, it, it sure, it sure,. you know, it,. I, I know that when I'm, when I'm behind a car. and, uh, sometimes, uh, I can really smell especially diesel and things like that,\nA:Uh-huh.	switchboard	1280
112	6	A:Um,. my goodness.	B:I think so,. and, uh,\nA:Yeah.\nB:and we have, uh, Pasadena, Texas which is sort of between here an, you know, heading toward Galveston,. I mean it's still part of, it's part of the Houston metroplex.\nA:Uh-huh,. uh-huh.. What do you think is your primary cause of it.\nB:Well, I think it's industry. and I think it's cars.\nA:You do?. You really think cars contribute a lot now that they've taken lead out of gas?\nB:I don't, I,. well maybe not,. but, it, it sure, it sure,. you know, it,. I, I know that when I'm, when I'm behind a car. and, uh, sometimes, uh, I can really smell especially diesel and things like that,\nA:Uh-huh.\nB:you know, comes right into my air conditioner. and, you know, my head and my. I'm so stopped up right now,	switchboard	1281
112	7	B:I don't know if it's, uh, if it's partly from what's blooming, you know, right now, pollen and stuff like that,. that's part of it,. but, um.	A:Yeah.\nB:and we have, uh, Pasadena, Texas which is sort of between here an, you know, heading toward Galveston,. I mean it's still part of, it's part of the Houston metroplex.\nA:Uh-huh,. uh-huh.. What do you think is your primary cause of it.\nB:Well, I think it's industry. and I think it's cars.\nA:You do?. You really think cars contribute a lot now that they've taken lead out of gas?\nB:I don't, I,. well maybe not,. but, it, it sure, it sure,. you know, it,. I, I know that when I'm, when I'm behind a car. and, uh, sometimes, uh, I can really smell especially diesel and things like that,\nA:Uh-huh.\nB:you know, comes right into my air conditioner. and, you know, my head and my. I'm so stopped up right now,\nA:Um,. my goodness.	switchboard	1282
112	8	A:Uh-huh.. I think a lot of it's industrial.. I also think, uh, that, uh, there is a certain amount that comes from automobiles. but it's mostly from older automobiles.. I don't think the newer automobiles are as polluting, uh, frankly.	B:and we have, uh, Pasadena, Texas which is sort of between here an, you know, heading toward Galveston,. I mean it's still part of, it's part of the Houston metroplex.\nA:Uh-huh,. uh-huh.. What do you think is your primary cause of it.\nB:Well, I think it's industry. and I think it's cars.\nA:You do?. You really think cars contribute a lot now that they've taken lead out of gas?\nB:I don't, I,. well maybe not,. but, it, it sure, it sure,. you know, it,. I, I know that when I'm, when I'm behind a car. and, uh, sometimes, uh, I can really smell especially diesel and things like that,\nA:Uh-huh.\nB:you know, comes right into my air conditioner. and, you know, my head and my. I'm so stopped up right now,\nA:Um,. my goodness.\nB:I don't know if it's, uh, if it's partly from what's blooming, you know, right now, pollen and stuff like that,. that's part of it,. but, um.	switchboard	1283
112	9	B:Uh-huh.	A:Uh-huh,. uh-huh.. What do you think is your primary cause of it.\nB:Well, I think it's industry. and I think it's cars.\nA:You do?. You really think cars contribute a lot now that they've taken lead out of gas?\nB:I don't, I,. well maybe not,. but, it, it sure, it sure,. you know, it,. I, I know that when I'm, when I'm behind a car. and, uh, sometimes, uh, I can really smell especially diesel and things like that,\nA:Uh-huh.\nB:you know, comes right into my air conditioner. and, you know, my head and my. I'm so stopped up right now,\nA:Um,. my goodness.\nB:I don't know if it's, uh, if it's partly from what's blooming, you know, right now, pollen and stuff like that,. that's part of it,. but, um.\nA:Uh-huh.. I think a lot of it's industrial.. I also think, uh, that, uh, there is a certain amount that comes from automobiles. but it's mostly from older automobiles.. I don't think the newer automobiles are as polluting, uh, frankly.	switchboard	1284
112	10	A:I think that, uh, I think that, uh, uh,. if, uh,. I, I, I heard a story a while back. something to the effect that if they could just pay to get twenty percent, or, take all the cars off the road that have been, uh, manufactured say before nineteen seventy-five, that they could cut the automobile pollution by over fifty percent just by getting rid of those cars that are still left remaining.	B:Well, I think it's industry. and I think it's cars.\nA:You do?. You really think cars contribute a lot now that they've taken lead out of gas?\nB:I don't, I,. well maybe not,. but, it, it sure, it sure,. you know, it,. I, I know that when I'm, when I'm behind a car. and, uh, sometimes, uh, I can really smell especially diesel and things like that,\nA:Uh-huh.\nB:you know, comes right into my air conditioner. and, you know, my head and my. I'm so stopped up right now,\nA:Um,. my goodness.\nB:I don't know if it's, uh, if it's partly from what's blooming, you know, right now, pollen and stuff like that,. that's part of it,. but, um.\nA:Uh-huh.. I think a lot of it's industrial.. I also think, uh, that, uh, there is a certain amount that comes from automobiles. but it's mostly from older automobiles.. I don't think the newer automobiles are as polluting, uh, frankly.\nB:Uh-huh.	switchboard	1285
112	11	B:Uh-huh.. You mean, uh, fifty percent pollution total from that comes from,	A:You do?. You really think cars contribute a lot now that they've taken lead out of gas?\nB:I don't, I,. well maybe not,. but, it, it sure, it sure,. you know, it,. I, I know that when I'm, when I'm behind a car. and, uh, sometimes, uh, I can really smell especially diesel and things like that,\nA:Uh-huh.\nB:you know, comes right into my air conditioner. and, you know, my head and my. I'm so stopped up right now,\nA:Um,. my goodness.\nB:I don't know if it's, uh, if it's partly from what's blooming, you know, right now, pollen and stuff like that,. that's part of it,. but, um.\nA:Uh-huh.. I think a lot of it's industrial.. I also think, uh, that, uh, there is a certain amount that comes from automobiles. but it's mostly from older automobiles.. I don't think the newer automobiles are as polluting, uh, frankly.\nB:Uh-huh.\nA:I think that, uh, I think that, uh, uh,. if, uh,. I, I, I heard a story a while back. something to the effect that if they could just pay to get twenty percent, or, take all the cars off the road that have been, uh, manufactured say before nineteen seventy-five, that they could cut the automobile pollution by over fifty percent just by getting rid of those cars that are still left remaining.	switchboard	1286
112	12	A:Yeah.. From, from cars. that is, not, not total but just from cars,. okay.	B:I don't, I,. well maybe not,. but, it, it sure, it sure,. you know, it,. I, I know that when I'm, when I'm behind a car. and, uh, sometimes, uh, I can really smell especially diesel and things like that,\nA:Uh-huh.\nB:you know, comes right into my air conditioner. and, you know, my head and my. I'm so stopped up right now,\nA:Um,. my goodness.\nB:I don't know if it's, uh, if it's partly from what's blooming, you know, right now, pollen and stuff like that,. that's part of it,. but, um.\nA:Uh-huh.. I think a lot of it's industrial.. I also think, uh, that, uh, there is a certain amount that comes from automobiles. but it's mostly from older automobiles.. I don't think the newer automobiles are as polluting, uh, frankly.\nB:Uh-huh.\nA:I think that, uh, I think that, uh, uh,. if, uh,. I, I, I heard a story a while back. something to the effect that if they could just pay to get twenty percent, or, take all the cars off the road that have been, uh, manufactured say before nineteen seventy-five, that they could cut the automobile pollution by over fifty percent just by getting rid of those cars that are still left remaining.\nB:Uh-huh.. You mean, uh, fifty percent pollution total from that comes from,	switchboard	1287
112	13	B:Oh, uh-huh.	A:Uh-huh.\nB:you know, comes right into my air conditioner. and, you know, my head and my. I'm so stopped up right now,\nA:Um,. my goodness.\nB:I don't know if it's, uh, if it's partly from what's blooming, you know, right now, pollen and stuff like that,. that's part of it,. but, um.\nA:Uh-huh.. I think a lot of it's industrial.. I also think, uh, that, uh, there is a certain amount that comes from automobiles. but it's mostly from older automobiles.. I don't think the newer automobiles are as polluting, uh, frankly.\nB:Uh-huh.\nA:I think that, uh, I think that, uh, uh,. if, uh,. I, I, I heard a story a while back. something to the effect that if they could just pay to get twenty percent, or, take all the cars off the road that have been, uh, manufactured say before nineteen seventy-five, that they could cut the automobile pollution by over fifty percent just by getting rid of those cars that are still left remaining.\nB:Uh-huh.. You mean, uh, fifty percent pollution total from that comes from,\nA:Yeah.. From, from cars. that is, not, not total but just from cars,. okay.	switchboard	1288
112	14	A:So, that I think would be tremendous help.. But I happen to drive an old model car because it's very economical. and it just keeps getting, uh, gives me good service. and I don't have an incentive to get rid of it as long as it keeps running good and not costing me any money.	B:you know, comes right into my air conditioner. and, you know, my head and my. I'm so stopped up right now,\nA:Um,. my goodness.\nB:I don't know if it's, uh, if it's partly from what's blooming, you know, right now, pollen and stuff like that,. that's part of it,. but, um.\nA:Uh-huh.. I think a lot of it's industrial.. I also think, uh, that, uh, there is a certain amount that comes from automobiles. but it's mostly from older automobiles.. I don't think the newer automobiles are as polluting, uh, frankly.\nB:Uh-huh.\nA:I think that, uh, I think that, uh, uh,. if, uh,. I, I, I heard a story a while back. something to the effect that if they could just pay to get twenty percent, or, take all the cars off the road that have been, uh, manufactured say before nineteen seventy-five, that they could cut the automobile pollution by over fifty percent just by getting rid of those cars that are still left remaining.\nB:Uh-huh.. You mean, uh, fifty percent pollution total from that comes from,\nA:Yeah.. From, from cars. that is, not, not total but just from cars,. okay.\nB:Oh, uh-huh.	switchboard	1289
112	15	B:Uh-huh.	A:Um,. my goodness.\nB:I don't know if it's, uh, if it's partly from what's blooming, you know, right now, pollen and stuff like that,. that's part of it,. but, um.\nA:Uh-huh.. I think a lot of it's industrial.. I also think, uh, that, uh, there is a certain amount that comes from automobiles. but it's mostly from older automobiles.. I don't think the newer automobiles are as polluting, uh, frankly.\nB:Uh-huh.\nA:I think that, uh, I think that, uh, uh,. if, uh,. I, I, I heard a story a while back. something to the effect that if they could just pay to get twenty percent, or, take all the cars off the road that have been, uh, manufactured say before nineteen seventy-five, that they could cut the automobile pollution by over fifty percent just by getting rid of those cars that are still left remaining.\nB:Uh-huh.. You mean, uh, fifty percent pollution total from that comes from,\nA:Yeah.. From, from cars. that is, not, not total but just from cars,. okay.\nB:Oh, uh-huh.\nA:So, that I think would be tremendous help.. But I happen to drive an old model car because it's very economical. and it just keeps getting, uh, gives me good service. and I don't have an incentive to get rid of it as long as it keeps running good and not costing me any money.	switchboard	1290
112	16	A:On the other hand I know it's a much more polluter than any of the newer model cars I have.	B:I don't know if it's, uh, if it's partly from what's blooming, you know, right now, pollen and stuff like that,. that's part of it,. but, um.\nA:Uh-huh.. I think a lot of it's industrial.. I also think, uh, that, uh, there is a certain amount that comes from automobiles. but it's mostly from older automobiles.. I don't think the newer automobiles are as polluting, uh, frankly.\nB:Uh-huh.\nA:I think that, uh, I think that, uh, uh,. if, uh,. I, I, I heard a story a while back. something to the effect that if they could just pay to get twenty percent, or, take all the cars off the road that have been, uh, manufactured say before nineteen seventy-five, that they could cut the automobile pollution by over fifty percent just by getting rid of those cars that are still left remaining.\nB:Uh-huh.. You mean, uh, fifty percent pollution total from that comes from,\nA:Yeah.. From, from cars. that is, not, not total but just from cars,. okay.\nB:Oh, uh-huh.\nA:So, that I think would be tremendous help.. But I happen to drive an old model car because it's very economical. and it just keeps getting, uh, gives me good service. and I don't have an incentive to get rid of it as long as it keeps running good and not costing me any money.\nB:Uh-huh.	switchboard	1291
112	17	B:Uh-huh.	A:Uh-huh.. I think a lot of it's industrial.. I also think, uh, that, uh, there is a certain amount that comes from automobiles. but it's mostly from older automobiles.. I don't think the newer automobiles are as polluting, uh, frankly.\nB:Uh-huh.\nA:I think that, uh, I think that, uh, uh,. if, uh,. I, I, I heard a story a while back. something to the effect that if they could just pay to get twenty percent, or, take all the cars off the road that have been, uh, manufactured say before nineteen seventy-five, that they could cut the automobile pollution by over fifty percent just by getting rid of those cars that are still left remaining.\nB:Uh-huh.. You mean, uh, fifty percent pollution total from that comes from,\nA:Yeah.. From, from cars. that is, not, not total but just from cars,. okay.\nB:Oh, uh-huh.\nA:So, that I think would be tremendous help.. But I happen to drive an old model car because it's very economical. and it just keeps getting, uh, gives me good service. and I don't have an incentive to get rid of it as long as it keeps running good and not costing me any money.\nB:Uh-huh.\nA:On the other hand I know it's a much more polluter than any of the newer model cars I have.	switchboard	1292
112	18	A:But I don't have any incentive to get out of it until it dies.	B:Uh-huh.\nA:I think that, uh, I think that, uh, uh,. if, uh,. I, I, I heard a story a while back. something to the effect that if they could just pay to get twenty percent, or, take all the cars off the road that have been, uh, manufactured say before nineteen seventy-five, that they could cut the automobile pollution by over fifty percent just by getting rid of those cars that are still left remaining.\nB:Uh-huh.. You mean, uh, fifty percent pollution total from that comes from,\nA:Yeah.. From, from cars. that is, not, not total but just from cars,. okay.\nB:Oh, uh-huh.\nA:So, that I think would be tremendous help.. But I happen to drive an old model car because it's very economical. and it just keeps getting, uh, gives me good service. and I don't have an incentive to get rid of it as long as it keeps running good and not costing me any money.\nB:Uh-huh.\nA:On the other hand I know it's a much more polluter than any of the newer model cars I have.\nB:Uh-huh.	switchboard	1293
112	19	B:Right.	A:I think that, uh, I think that, uh, uh,. if, uh,. I, I, I heard a story a while back. something to the effect that if they could just pay to get twenty percent, or, take all the cars off the road that have been, uh, manufactured say before nineteen seventy-five, that they could cut the automobile pollution by over fifty percent just by getting rid of those cars that are still left remaining.\nB:Uh-huh.. You mean, uh, fifty percent pollution total from that comes from,\nA:Yeah.. From, from cars. that is, not, not total but just from cars,. okay.\nB:Oh, uh-huh.\nA:So, that I think would be tremendous help.. But I happen to drive an old model car because it's very economical. and it just keeps getting, uh, gives me good service. and I don't have an incentive to get rid of it as long as it keeps running good and not costing me any money.\nB:Uh-huh.\nA:On the other hand I know it's a much more polluter than any of the newer model cars I have.\nB:Uh-huh.\nA:But I don't have any incentive to get out of it until it dies.	switchboard	1294
112	20	A:And, uh, that may be part of the problem.	B:Uh-huh.. You mean, uh, fifty percent pollution total from that comes from,\nA:Yeah.. From, from cars. that is, not, not total but just from cars,. okay.\nB:Oh, uh-huh.\nA:So, that I think would be tremendous help.. But I happen to drive an old model car because it's very economical. and it just keeps getting, uh, gives me good service. and I don't have an incentive to get rid of it as long as it keeps running good and not costing me any money.\nB:Uh-huh.\nA:On the other hand I know it's a much more polluter than any of the newer model cars I have.\nB:Uh-huh.\nA:But I don't have any incentive to get out of it until it dies.\nB:Right.	switchboard	1295
112	21	B:Do you all have pollution in your part of the country, uh, from industry?	A:Yeah.. From, from cars. that is, not, not total but just from cars,. okay.\nB:Oh, uh-huh.\nA:So, that I think would be tremendous help.. But I happen to drive an old model car because it's very economical. and it just keeps getting, uh, gives me good service. and I don't have an incentive to get rid of it as long as it keeps running good and not costing me any money.\nB:Uh-huh.\nA:On the other hand I know it's a much more polluter than any of the newer model cars I have.\nB:Uh-huh.\nA:But I don't have any incentive to get out of it until it dies.\nB:Right.\nA:And, uh, that may be part of the problem.	switchboard	1296
112	22	A:Yeah, ause. yeah,. yeah,. oh, uh, yeah,. it's, it's, uh, pretty heavy up here I think. but I think it's mostly industrial, is what I really, uh, believe is the, the main problem.. And, and, uh, ause. and, uh, uh, people, uh, I don't think are paying as close attention to it in this area as they frankly should.. I, I we, we seem to have a high, uh, cancer rate up here in Maryland.	B:Oh, uh-huh.\nA:So, that I think would be tremendous help.. But I happen to drive an old model car because it's very economical. and it just keeps getting, uh, gives me good service. and I don't have an incentive to get rid of it as long as it keeps running good and not costing me any money.\nB:Uh-huh.\nA:On the other hand I know it's a much more polluter than any of the newer model cars I have.\nB:Uh-huh.\nA:But I don't have any incentive to get out of it until it dies.\nB:Right.\nA:And, uh, that may be part of the problem.\nB:Do you all have pollution in your part of the country, uh, from industry?	switchboard	1297
112	23	B:Really,	A:So, that I think would be tremendous help.. But I happen to drive an old model car because it's very economical. and it just keeps getting, uh, gives me good service. and I don't have an incentive to get rid of it as long as it keeps running good and not costing me any money.\nB:Uh-huh.\nA:On the other hand I know it's a much more polluter than any of the newer model cars I have.\nB:Uh-huh.\nA:But I don't have any incentive to get out of it until it dies.\nB:Right.\nA:And, uh, that may be part of the problem.\nB:Do you all have pollution in your part of the country, uh, from industry?\nA:Yeah, ause. yeah,. yeah,. oh, uh, yeah,. it's, it's, uh, pretty heavy up here I think. but I think it's mostly industrial, is what I really, uh, believe is the, the main problem.. And, and, uh, ause. and, uh, uh, people, uh, I don't think are paying as close attention to it in this area as they frankly should.. I, I we, we seem to have a high, uh, cancer rate up here in Maryland.	switchboard	1298
112	24	A:Yeah,. and, uh,	B:Uh-huh.\nA:On the other hand I know it's a much more polluter than any of the newer model cars I have.\nB:Uh-huh.\nA:But I don't have any incentive to get out of it until it dies.\nB:Right.\nA:And, uh, that may be part of the problem.\nB:Do you all have pollution in your part of the country, uh, from industry?\nA:Yeah, ause. yeah,. yeah,. oh, uh, yeah,. it's, it's, uh, pretty heavy up here I think. but I think it's mostly industrial, is what I really, uh, believe is the, the main problem.. And, and, uh, ause. and, uh, uh, people, uh, I don't think are paying as close attention to it in this area as they frankly should.. I, I we, we seem to have a high, uh, cancer rate up here in Maryland.\nB:Really,	switchboard	1299
112	25	B:like what. any particular kind or just all kinds?	A:On the other hand I know it's a much more polluter than any of the newer model cars I have.\nB:Uh-huh.\nA:But I don't have any incentive to get out of it until it dies.\nB:Right.\nA:And, uh, that may be part of the problem.\nB:Do you all have pollution in your part of the country, uh, from industry?\nA:Yeah, ause. yeah,. yeah,. oh, uh, yeah,. it's, it's, uh, pretty heavy up here I think. but I think it's mostly industrial, is what I really, uh, believe is the, the main problem.. And, and, uh, ause. and, uh, uh, people, uh, I don't think are paying as close attention to it in this area as they frankly should.. I, I we, we seem to have a high, uh, cancer rate up here in Maryland.\nB:Really,\nA:Yeah,. and, uh,	switchboard	1300
112	26	A:Well, for instance breast cancer seems to be pretty rampant. and, uh, I think,. of course prostrate cancer's sort of bad for everybody,. but, uh, this state was like the second,. my wife's a registered nurse,. and I think this state was like second this year from the top, in terms of, uh, cancer rate for just all kinds.. And I can't help but believe that's not partially caused from pollution.. I just don't know exactly what it necessarily is,. but I just can't believe it is.	B:Uh-huh.\nA:But I don't have any incentive to get out of it until it dies.\nB:Right.\nA:And, uh, that may be part of the problem.\nB:Do you all have pollution in your part of the country, uh, from industry?\nA:Yeah, ause. yeah,. yeah,. oh, uh, yeah,. it's, it's, uh, pretty heavy up here I think. but I think it's mostly industrial, is what I really, uh, believe is the, the main problem.. And, and, uh, ause. and, uh, uh, people, uh, I don't think are paying as close attention to it in this area as they frankly should.. I, I we, we seem to have a high, uh, cancer rate up here in Maryland.\nB:Really,\nA:Yeah,. and, uh,\nB:like what. any particular kind or just all kinds?	switchboard	1301
112	27	B:Um.	A:But I don't have any incentive to get out of it until it dies.\nB:Right.\nA:And, uh, that may be part of the problem.\nB:Do you all have pollution in your part of the country, uh, from industry?\nA:Yeah, ause. yeah,. yeah,. oh, uh, yeah,. it's, it's, uh, pretty heavy up here I think. but I think it's mostly industrial, is what I really, uh, believe is the, the main problem.. And, and, uh, ause. and, uh, uh, people, uh, I don't think are paying as close attention to it in this area as they frankly should.. I, I we, we seem to have a high, uh, cancer rate up here in Maryland.\nB:Really,\nA:Yeah,. and, uh,\nB:like what. any particular kind or just all kinds?\nA:Well, for instance breast cancer seems to be pretty rampant. and, uh, I think,. of course prostrate cancer's sort of bad for everybody,. but, uh, this state was like the second,. my wife's a registered nurse,. and I think this state was like second this year from the top, in terms of, uh, cancer rate for just all kinds.. And I can't help but believe that's not partially caused from pollution.. I just don't know exactly what it necessarily is,. but I just can't believe it is.	switchboard	1302
112	28	A:Now we have a lot of pollution being caused by uh, fluorocarbons which is the, like freon twelve and freon twenty-two.. They use freon twenty-two in air conditioning systems in houses and the like and heat pumps,	B:Right.\nA:And, uh, that may be part of the problem.\nB:Do you all have pollution in your part of the country, uh, from industry?\nA:Yeah, ause. yeah,. yeah,. oh, uh, yeah,. it's, it's, uh, pretty heavy up here I think. but I think it's mostly industrial, is what I really, uh, believe is the, the main problem.. And, and, uh, ause. and, uh, uh, people, uh, I don't think are paying as close attention to it in this area as they frankly should.. I, I we, we seem to have a high, uh, cancer rate up here in Maryland.\nB:Really,\nA:Yeah,. and, uh,\nB:like what. any particular kind or just all kinds?\nA:Well, for instance breast cancer seems to be pretty rampant. and, uh, I think,. of course prostrate cancer's sort of bad for everybody,. but, uh, this state was like the second,. my wife's a registered nurse,. and I think this state was like second this year from the top, in terms of, uh, cancer rate for just all kinds.. And I can't help but believe that's not partially caused from pollution.. I just don't know exactly what it necessarily is,. but I just can't believe it is.\nB:Um.	switchboard	1303
112	29	B:Uh-huh.	A:And, uh, that may be part of the problem.\nB:Do you all have pollution in your part of the country, uh, from industry?\nA:Yeah, ause. yeah,. yeah,. oh, uh, yeah,. it's, it's, uh, pretty heavy up here I think. but I think it's mostly industrial, is what I really, uh, believe is the, the main problem.. And, and, uh, ause. and, uh, uh, people, uh, I don't think are paying as close attention to it in this area as they frankly should.. I, I we, we seem to have a high, uh, cancer rate up here in Maryland.\nB:Really,\nA:Yeah,. and, uh,\nB:like what. any particular kind or just all kinds?\nA:Well, for instance breast cancer seems to be pretty rampant. and, uh, I think,. of course prostrate cancer's sort of bad for everybody,. but, uh, this state was like the second,. my wife's a registered nurse,. and I think this state was like second this year from the top, in terms of, uh, cancer rate for just all kinds.. And I can't help but believe that's not partially caused from pollution.. I just don't know exactly what it necessarily is,. but I just can't believe it is.\nB:Um.\nA:Now we have a lot of pollution being caused by uh, fluorocarbons which is the, like freon twelve and freon twenty-two.. They use freon twenty-two in air conditioning systems in houses and the like and heat pumps,	switchboard	1304
